id,title,caption,attribution,attribution_confidence,caption_source,date_start,date_end,decade,curated,selected_default,classification,recommended_print,master_file_id,rights_status,research_status,evidence_urls
img_228a900cb9c1637b,Sixth Street (U.S. 60-99) with Greyhound bus and Beaumont Theatre — Frasher Fotos postcard F6331,"Greyhound bus on Sixth Street (U.S. 60-99), Beaumont, c. 1946 — the Corner Store, Eastwood's Market, and the Beaumont Theatre showing 'Masquerade in Mexico.' Frasher Fotos postcard F6331.","Frasher Fotos (Burton Frasher Sr., Pomona); Leslie A. Rios III Postcard Collection",confirmed,Deep research 2026-07-21 (Frasher imprint + Beaumont Theatre marquee),1945,1946,1940,False,False,Production Ready,31.2 × 20.5 in at 100 PPI,file_af6d239026b69bac,Copyrighted,Researched,https://en.wikipedia.org/wiki/Masquerade_in_Mexico
img_d5db437b82ea712d,"Sixth Street, Beaumont — real-photo postcard, c. 1950s (from eBay listing)","Sixth Street, Beaumont, with Saving Center Market and Mobilgas signs — real-photo postcard, c. 1950s (image saved from an eBay listing, September 2024).",Postcard publisher unidentified (via eBay listing),unknown,Provenance review 2026-07-21 (source path + image inspection),1945,1960,1940,False,False,Potentially Usable,13.8 × 9.7 in at 100 PPI,file_a14d2fb7a6183204,Unclear,Provenance verified,
img_2d0928cd5901f761,"The Fireside Inn restaurant, 785 E. Sixth Street (U.S. 99), Beaumont — color postcard","The Fireside Inn, 785 E. Sixth St. (U.S. 99), Beaumont, c. late 1940s-1950s — 'luncheons, dinners, cocktails' on the highway strip. Leslie A. Rios III postcard collection.",Leslie A. Rios III postcard collection,confirmed,Deep research 2026-07-21 (vintage postcard/menu ephemera for the Fireside Inn),1945,1955,1940,False,False,Production Ready,35.2 × 20.1 in at 100 PPI,file_7b454e842e087fbb,Permission required,Researched,https://html.duckduckgo.com/html/?q=%22Fireside+Inn%22+Beaumont+California+restaurant+highway+99; https://calisphere.org/item/ark:/13030/c8pz585t/
img_3a78cd9990a52f8f,"Sunset Plaza Hotel, 6th Street and California Avenue","The Sunset Plaza Hotel at 210 W. 6th Street, on the west corner of 6th Street and California Avenue in Beaumont, with snow-capped peaks rising behind, c. 1948.","Beaumont Library District Local History Collection, via Calisphere (CBEA_130)",confirmed,"Calisphere Beaumont Library District collection (CBEA_130), matched 2026-07-21 by direct image comparison",1946,1950,1940,False,False,Reference Only,4.5 × 3.6 in at 100 PPI,file_a5f569fa3541715f,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8ff3rqp/
img_19d3efd814020eed,"5th Street at Grace Street, looking west","Real-photo postcard looking west on 5th Street at Grace Street, Beaumont — Al's Bakery, Jordan's Recreation, and Drew Funk Real Estate line the 200 block of W. 5th Street, c. 1949-50.","Beaumont Library District Local History Collection, via Calisphere (CBEA_102)",confirmed,"Calisphere Beaumont Library District collection (CBEA_102), matched 2026-07-21 by direct image comparison",1947,1952,1940,False,False,Reference Only,10.8 × 6.3 in at 100 PPI,file_cbf208e0c55467a6,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8hd7v09/
img_37aa1bf5e6a5fe7d,Girl Scout Troop in the 1947 Cherry Festival Parade,"A Girl Scout troop marches past the Beaumont Woman's Club in the Cherry Festival Parade, spectators and parked cars lining the route, 1947.","Beaumont Library District Local History Collection, via Calisphere (CBEA_084)",confirmed,"Calisphere Beaumont Library District collection (CBEA_084), matched 2026-07-21 by direct image comparison",1947,1947,1940,False,False,Reference Only,4.5 × 3.5 in at 100 PPI,file_83dd3466728e72a4,Unclear,Researched,https://calisphere.org/item/ark:/13030/c880520q/
img_c228028c8fdfc647,"Beaumont Union High School band with school banner, from the 1949 annual","The Beaumont Union High School band and its majorettes pose with the school banner, from the 1949 Beaumont High annual. 1948–1949 school year.",Leslie A. Rios III collection,confirmed,Deep research 2026-07-21 (banner text in image + filename provenance + Record-Gazette),1948,1949,1940,False,False,Production Ready,29.1 × 19.5 in at 100 PPI,file_cc6030d3d617d8ff,Unclear,Researched,https://www.recordgazette.net/obituaries/thelma-sammie-l-crane-penix/article_54042192-8453-11e3-878d-0019bb2963f4.html; https://en.wikipedia.org/wiki/Beaumont_Unified_School_District; https://www.recordgazette.net/two-ancient-schools-fought-it-out-in-beaumont/article_45487720-e8fd-11e8-8b35-c779c84fff9b.html; https://www.recordgazette.net/news/closing-of-orange-completes-planned-campus-in-beaumont/article_709352ae-351a-5b0d-8105-db468f0f38e2.html
img_fe6493dfb389b7f5,Francis Marion Dowling Jr. and Estella Dowling on a porch,"Francis Marion Dowling Jr. (1925-2016) and his wife Estella, c. 1950s. Dowling Jr. founded Beaumont's landmark Dowling Fruit Orchard on Highway 60.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (Dignity Memorial obituary),1948,1958,1940,False,False,Reference Only,6.5 × 9.5 in at 100 PPI,file_5eeb21fa47264700,Permission required,Researched,https://www.dignitymemorial.com/obituaries/beaumont-ca/francis-dowling-jr-7122269; https://www.recordgazette.net/news/iconic-dowling-fruit-orchard-to-close/article_f7dda25a-48c4-11ec-bc23-a3e3f3aa0d50.html; https://www.facebook.com/SanGorgonioPassHistoricalSociety/posts/dowling-fruit-orchard-since-1954-farm-fresh-in-beaumont-cacourtesy-of-flickr-and/1724451014374932/
img_366a85910d2e675f,"Nancy's Motel Postcard, 1360 E. Sixth St. (eBay Listing Photo)","Nancy's Motel, 1360 E. Sixth St., Beaumont — c. 1950s postcard, photographed in a September 2024 eBay listing. Postcard publisher unidentified.",Postcard publisher unidentified; image from an eBay listing (September 2024),probable,Provenance review 2026-07-21 (source path + image inspection),1948,1960,1940,False,False,Potentially Usable,14.4 × 10.8 in at 100 PPI,file_b7bb96ebb89b89d1,Unclear,Provenance verified,
img_ada3474936428467,"Beaumont High School majorettes — Staton, Clark, Rundall, Dale, Silver, Bond, Isgro — from the 1950 annual","Beaumont High majorettes S. Staton, P. Clark, G. Rundall, P. Dale, B. Silver, N. Bond and J. Isgro, from the 1950 annual. 1949–1950 school year.",Leslie A. Rios III collection,confirmed,Deep research 2026-07-21 (printed yearbook caption + filename provenance),1949,1950,1940,False,False,Production Ready,28.4 × 20.4 in at 100 PPI,file_6fbc2c50bb487b96,Unclear,Researched,https://www.recordgazette.net/obituaries/thelma-sammie-l-crane-penix/article_54042192-8453-11e3-878d-0019bb2963f4.html; https://archive.org/advancedsearch.php?q=%22beaumont%20high%20school%22%20AND%20(yearbook%20OR%20cougar)%20AND%20california&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=year&rows=30&output=json
img_7d31166d85dd49bd,Beaumont High School typing class — 'Their Aim: Speed and Accuracy' — from the 1950 annual,"""Their aim: speed and accuracy"" — a Beaumont High School typing class at its machines, from the 1950 annual. 1949–1950 school year.",Leslie A. Rios III collection,confirmed,Deep research 2026-07-21 (printed page headline + filename provenance),1949,1950,1940,False,False,Production Ready,28.5 × 21.2 in at 100 PPI,file_d8fa14cf9d71feda,Unclear,Researched,https://www.recordgazette.net/obituaries/thelma-sammie-l-crane-penix/article_54042192-8453-11e3-878d-0019bb2963f4.html; https://archive.org/advancedsearch.php?q=%22beaumont%20high%20school%22%20AND%20(yearbook%20OR%20cougar)%20AND%20california&fl%5B%5D=identifier&fl%5B%5D=title&fl%5B%5D=year&rows=30&output=json
img_da155fda02d882ee,"Guy Bogart (second from right) distributing bags of apples, Beaumont","Guy Bogart, second from right, hands out bags of Beaumont apples with three unidentified men, c. 1950-1957.",Unknown (halftone from an unidentified printed source),unknown,Deep research 2026-07-21 (Find a Grave memorial 68608188 + SGPHS 'Guy Bogart: A Man Remembered'),1950,1957,1950,False,False,Production Ready,26 × 20.9 in at 100 PPI,file_bba6fe4d9ce30267,Unclear,Researched,https://www.findagrave.com/memorial/68608188/guy-bogart; http://web.archive.org/web/20160821171820/http://sgphs.org/story2.html; https://calisphere.org/item/ark:/13030/c84x574n/
img_a85c852bf4ca3f39,"Guy Bogart with cat at his desk, 545 Euclid Ave., Beaumont, c. 1955","Guy Bogart (1883-1957) — Beaumont mayor, promoter, and famed cat fancier — with one of his cats at his desk at 545 Euclid Ave., c. 1955.",Unidentified (halftone from an unidentified publication); related original held by SGPHS,unknown,Deep research 2026-07-21 (SGPHS 'Guy Bogart: A Man Remembered' + Calisphere c84x574n),1950,1957,1950,False,False,Production Ready,26.8 × 17.9 in at 100 PPI,file_09eb25c65e1bcdd7,Permission required,Researched,http://web.archive.org/web/20160821171820/http://sgphs.org/story2.html; https://www.findagrave.com/memorial/68608188/guy-bogart; https://calisphere.org/item/ark:/13030/c84x574n/
img_b3dcb09d831e2058,Laura May Stewart with rifle and saddle in her ranch collection room,"Laura May Stewart (c. 1885-1974) with rifle and saddle in the ranch room where she kept her family's pioneer relics, c. 1955-1970.",Unknown,unknown,Deep research 2026-07-21 (Laura May Stewart Foundation history),1950,1974,1950,False,False,Production Ready,27.2 × 36.3 in at 100 PPI,file_9eac3891b77b322a,Unclear,Researched,https://www.lauramaystewartfoundation.org/about; https://www.recordgazette.net/news/the-laura-may-stewart-foundation-provides-community-care/article_a866e56c-f5d1-402c-819a-ac9f645af17f.html
img_676c1d159bb01165,"City of Beaumont street map showing the Egan-era diagonal streets, c. 1950s","City of Beaumont street map, c. 1950s, 'furnished courtesy Don Stock—Realtor'; the diagonal streets at lower left (Egan, Grace aves.) preserve George C. Egan's 1880s San Gorgonio townsite.",Printed credit: 'Map furnished courtesy Don Stock—Realtor'; source publication unidentified,confirmed,Deep research 2026-07-21 (CDNC Beaumont Gazette; Holmes 1912),1951,1963,1950,False,False,Reference Only,11.5 × 7.4 in at 100 PPI,file_766e847f395d02b5,Unclear,Researched,https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Don+Stock%22&txf=txIN&ssnip=txt&puq=BMTG&sf=byDA; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22Three+Ring+Ranch%22&txf=txIN&ssnip=txt&sf=byDA; https://archive.org/details/historyriversid00unkngoog
img_e91452d502f8cc96,"Sixth Street looking along U.S. 60-99, Beaumont — Bob's Cafe, Kelt's Sporting Goods, George's 5 & 10 (real photo postcard no. 111)","Sixth Street (U.S. 60-99), Beaumont, c. early 1950s — Bob's Cafe chop suey, Kelt's Sporting Goods, Beaumont Florist, and George's 5 & 10 line the highway strip. Publisher-unidentified photo postcard.",Unknown,unknown,Deep research 2026-07-21 (signage read from scan),1951,1955,1950,False,False,Potentially Usable,26.1 × 15.9 in at 100 PPI,file_233e0c4e39dbef26,Unclear,Researched,
img_dc9b98dd0bb1264f,"Dowling Fruit Orchard stand on Highway 60, c. 1950s-1960s","Dowling Fruit Orchard on Highway 60, Beaumont, with early 'Dried Fruit - Dates - Eggs - Nuts' signage, c. 1950s-1960s; the stand opened in 1952.",Unknown (low-res web copy; SGPHS circulated a vintage view credited 'Flickr and the Downey Conservancy'),unknown,Deep research 2026-07-21 (Record-Gazette + SGPHS Facebook),1952,1970,1950,False,False,Reference Only,4.2 × 3 in at 100 PPI,file_24eb4a942b7350e9,Permission required,Researched,https://www.recordgazette.net/news/iconic-dowling-fruit-orchard-to-close/article_f7dda25a-48c4-11ec-bc23-a3e3f3aa0d50.html; https://www.facebook.com/SanGorgonioPassHistoricalSociety/posts/dowling-fruit-orchard-since-1954-farm-fresh-in-beaumont-cacourtesy-of-flickr-and/1724451014374932/
img_7a0159037504313e,"Beaumont Fire Department quarters at old City Hall, 500 Grace Avenue, with three fire trucks","Beaumont Fire Department quarters at old City Hall, 500 Grace Ave., c. 1955-1968; the department moved to its new 650 Maple Ave. station in 1969.",Unknown,unknown,Deep research 2026-07-21 (on-image signage and vehicles; Record-Gazette 3-21-69 clipping),1955,1969,1950,False,False,Production Ready,42.8 × 22.6 in at 100 PPI,file_c01f872ddcd6e8e7,Unclear,Researched,https://calisphere.org/item/ark:/13030/c8c24vss/
img_ecbadf0d854de4dc,Beaumont Volunteer Fire Department group portrait with fire engine,"Members of the Beaumont Volunteer Fire Department pose with a city engine, c. late 1950s–early 1960s. Beaumont Library District collection.",Beaumont Library District collection; photographer unknown,probable,Deep research 2026-07-21 (BLD collection filename + image inspection),1955,1965,1950,False,False,Potentially Usable,17 × 8.1 in at 100 PPI,file_2b565e14d1338329,Permission required,Researched,
img_67656824cbb42ffc,Deodar cedars along Beaumont Avenue (color chrome postcard),"The deodar cedars lining Beaumont Avenue on a color chrome postcard, c. 1955-1970 — the 1930s plantings grown into Beaumont's famed ""evergreen tunnel.""",Unknown (scan from an eBay listing; publisher unidentified),unknown,Deep research 2026-07-21 (Record-Gazette; visual dating),1955,1970,1950,False,False,Potentially Usable,14.4 × 9.1 in at 100 PPI,file_b7f7a2b7e9abc391,Unclear,Researched,https://www.recordgazette.net/news/two-beaumont-avenue-deodar-trees-get-reprieves/article_4fba9a4d-98bf-50be-8538-ea890edaf0b1.html; https://bcrg.org/doyouknow.htm
img_57a9c9df6e55e692,Francis Dowling Sr. and Francis Dowling Jr. with Farm Bureau Member sign,"Francis Dowling Sr. (1892-1979) and Francis Dowling Jr. (1925-2016) with a Farm Bureau Member sign, likely at their Beaumont fruit ranch, c. 1955-1972.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (Geneanet Dowling family tree; Dignity Memorial obituary),1955,1972,1950,False,False,Potentially Usable,13.8 × 19.1 in at 100 PPI,file_ace2a459c87dec6b,Permission required,Researched,https://gw.geneanet.org/tdowling?lang=en&n=dowling&oc=2&p=francis+marion; https://www.dignitymemorial.com/obituaries/beaumont-ca/francis-dowling-jr-7122269; https://www.recordgazette.net/news/iconic-dowling-fruit-orchard-to-close/article_f7dda25a-48c4-11ec-bc23-a3e3f3aa0d50.html
img_b0d82053666b74fe,"Guy Bogart at his home-office desk, 545 Euclid Ave., Beaumont, 1955","Guy Bogart (1883-1957), Beaumont councilman, mayor and cat fancier, at his home-office desk, 545 Euclid Ave., 1955 — same sitting as an SGPHS photo on Calisphere. Photographer unknown.",Unknown photographer (SGPHS / Beaumont Library District collection),unknown,Deep research 2026-07-21 (Calisphere same-sitting item c84x574n; Find a Grave),1955,1955,1950,False,False,Reference Only,7.5 × 9.2 in at 100 PPI,file_df6371f402c2499e,Permission required,Researched,https://calisphere.org/item/ark:/13030/c84x574n/; https://www.findagrave.com/memorial/68608188/guy-bogart; https://www.loc.gov/collections/chronicling-america/?dl=page&ops=PHRASE&qs=bogart+bowl&searchType=advanced
img_37e600853baf16af,Pass City Grocery on Fifth Street beside the Bank of Beaumont building,"Pass City Grocery under Knudsen dairy signs beside the Bank of Beaumont building, Fifth Street, c. late 1950s. Courtesy Rena Lillich Williams (Facebook, 2020).","Courtesy Rena Lillich Williams (Facebook post, March 7, 2020); photographer unknown",probable,Deep research 2026-07-21 (image inspection: signage and automobiles),1955,1962,1950,False,False,Potentially Usable,18.4 × 13.5 in at 100 PPI,file_44a194cee1d2ec5a,Permission required,Researched,https://calisphere.org/item/ark:/13030/c89886b2/
img_a83e9024f8e65c3f,Sixth Street with roller rink sign and Leonard Real Estate — chrome postcard attributed to Max Mahan,"Sixth Street, Beaumont, c. late 1950s — roller rink sign, Leonard Real Estate, and a travel trailer on the U.S. 60-70-99 strip. Chrome postcard attributed to Max Mahan.",Leslie A. Rios III Postcard Collection; publisher probably Max Mahan,probable,Deep research 2026-07-21 (eBay-matched Max Mahan chrome),1955,1960,1950,False,False,Production Ready,34 × 20.6 in at 100 PPI,file_8f8e84ad7d78cc43,Unclear,Researched,https://www.ebay.com/itm/366474095272; https://www.ebay.com/itm/365781308019
img_add874f3a7967842,"Congregation leaving Sacred Heart Church, Beaumont barrio, c. 1956-1962","Families in Sunday best — the girls in First Communion white — leave Sacred Heart Church, Beaumont's barrio parish, c. 1956-1962.",Leslie A. Rios III Collection,confirmed,Deep research 2026-07-21 (Inland Catholic Byte / Diocese of San Bernardino archives),1956,1962,1950,False,False,Production Ready,74.3 × 51 in at 100 PPI,file_fafde45cd234f453,Permission required,Researched,"https://www.icbyte.org/index.php/special-sections/heritage-road/1428-remembering-closed-parishes-in-riverside-county; https://en.wikipedia.org/wiki/Vehicle_registration_plates_of_California; https://nominatim.openstreetmap.org/search?q=B+Street,+Beaumont,+California&format=json"
img_22f62627c5d79f7e,"Sacred Heart Church (built 1956), Beaumont barrio — printed halftone reproduction","Sacred Heart Church at Olive and B Street, Beaumont — the barrio parish's 1956 building, closed with the parish in March 1964. Photo c. 1956-1964.",Unknown,unknown,Deep research 2026-07-21 (Inland Catholic Byte / Diocese of San Bernardino archives),1956,1964,1950,False,False,Potentially Usable,18.7 × 15 in at 100 PPI,file_55c38de4a6fa113a,Unclear,Researched,"https://www.icbyte.org/index.php/special-sections/heritage-road/1428-remembering-closed-parishes-in-riverside-county; https://nominatim.openstreetmap.org/search?q=B+Street,+Beaumont,+California&format=json"
img_9a697957b7ea88b0,"First Christian Church, 701 Egan Avenue, Beaumont, as Services Let Out, c. 1957-1961","First Christian Church, 701 Egan Ave., Beaumont, as congregants leave services, c. 1957-1961; the signboard names minister Frank E. Wodell, pastor until March 1961.",Photographer unknown (Beaumont Library District collection),unknown,Deep research 2026-07-21 (CDNC: Pass Observer/Beaumont News 1961 + signboard reading),1957,1961,1950,False,False,Production Ready,28.4 × 36 in at 100 PPI,file_9fe8585582d514e1,Permission required,Researched,https://cdnc.ucr.edu/?a=d&d=SBS19570613.1.16; https://cdnc.ucr.edu/?a=d&d=PASO19610309; https://cdnc.ucr.edu/?a=d&d=BMTN19610322; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=Wodell+Christian+church+Beaumont&txf=txIN&ssnip=txt&sf=byDA&e=-------en--20--1--txt-txIN--------; https://calisphere.org/item/ark:/13030/c8348jqw/
img_f3ff85c652f90c21,Ramona and Frank Torres behind a café counter,"Ramona and Frank Torres behind a café counter, c. 1960s. The couple opened Ramona's Restaurant on Sixth Street in Beaumont in 1972.",Torres/Vargas family (Ramona's Restaurant),probable,Deep research 2026-07-21 (SCNG closing article + Record Gazette),1958,1970,1950,False,False,Reference Only,3.3 × 6.5 in at 100 PPI,file_b603326f76bd8dc2,Permission required,Researched,https://www.sbsun.com/2025/01/09/ramonas-restaurant-in-beaumont-will-close-on-saturday-jan-11/; https://www.recordgazette.net/news/celebrating-ramona-s-mexican-caf-s-history/article_6ed346bd-f11c-4ee5-8d3e-94e0ac8617b2.html; https://www.pressenterprise.com/obituaries/frank-mora-torres-banningbeaumont-ca/
img_ba7b9a02b3a0292c,Ramona and Frank Torres dancing at home,"Ramona and Frank Torres dancing at home, c. 1960s. In 1972 the couple founded Ramona's Restaurant in Beaumont, run by their family for 52 years.",Torres/Vargas family (Ramona's Restaurant),probable,Deep research 2026-07-21 (SCNG closing article + obituaries),1958,1970,1950,False,False,Reference Only,7.5 × 16.1 in at 100 PPI,file_5b2e71d9df4fdb8a,Permission required,Researched,https://www.sbsun.com/2025/01/09/ramonas-restaurant-in-beaumont-will-close-on-saturday-jan-11/; https://www.pressenterprise.com/obituaries/frank-mora-torres-banningbeaumont-ca/; https://www.recordgazette.net/obituaries/ramona-v-torres/article_3705df41-ef26-5763-8922-cc48f6bc5d0f.html
img_4b219d837a3d6f6a,"Fire Chief Clarence 'Pappy' Lewis and fireman Ray Samson, Beaumont Fire Department","Beaumont Fire Chief Clarence 'Pappy' Lewis (left) and fireman Ray Samson with an early hand-drawn hose cart, early 1960s.",Unknown,unknown,Deep research 2026-07-21 (collection filename annotation + image reading),1960,1965,1960,False,False,Production Ready,24.6 × 21.1 in at 100 PPI,file_558ae0bb4f00b8fc,Unclear,Researched,https://calisphere.org/item/ark:/13030/c87h1hxj/; https://cdnc.ucr.edu/
img_6feb4c505e0a58be,"Joe's Cafe advertising matchbook, 1232 E. Sixth Street, Beaumont (front cover)","Advertising matchbook for Joe's Cafe, 1232 East Sixth Street, Beaumont (phone 845-9022), c. 1960s-1970s; front-strike cover by Monarch Match Co., San Jose.",Unknown,unknown,Deep research 2026-07-21 (matchbook text + CPSC striker rule),1960,1978,1960,False,False,Potentially Usable,14.4 × 17.5 in at 100 PPI,file_452cc2ac57d61b31,Unclear,Researched,https://www.law.cornell.edu/cfr/text/16/1202.1; https://www.law.cornell.edu/cfr/text/16/1202.4
img_7dad1702b8b44459,"Stewart Sunny Slope Cemetery Entrance Gate Dedication, Memorial Day 1962","Dedication of the new entrance gate at Stewart Sunny Slope Cemetery, Beaumont, Memorial Day, May 30, 1962 — Laura and Clara Stewart represented the Reznor P. Stewart family.",Photographer unknown; print in a Stewart family / San Gorgonio Pass Historical Society album,unknown,Deep research 2026-07-21 (Record-Gazette (Banning) 17 Oct 1962 via CDNC + hand-dated print),1962,1962,1960,False,False,Production Ready,27.2 × 36.3 in at 100 PPI,file_0e922b765426454a,Permission required,Researched,https://cdnc.ucr.edu/?a=d&d=BRG19621017.2.220; https://cdnc.ucr.edu/?a=d&d=BMTN19620516; https://cdnc.ucr.edu/?a=d&d=BRG19620512.1.1; https://cdnc.ucr.edu/?a=q&hs=1&r=1&results=1&txq=%22R.+P.+Stewart%22+died&txf=txIN&ssnip=txt&sf=byDA&e=-------en--20--1--txt-txIN--------; https://calisphere.org/item/ark:/13030/c8j67hnx/
img_6f617c49fb8ae29d,"City of Beaumont Fire Dept. GMC Pumper at a Grass Fire, c. 1963-1978","City of Beaumont Fire Dept. pumper on an early-1950s GMC chassis working a grass fire, c. 1963-1978; its black California exempt plate dates the scene to 1963 or later.",Photographer unknown — Beaumont Library District local-history project files,unknown,"Deep research 2026-07-21 (visible lettering, plate evidence + department archive cross-reference)",1963,1978,1960,False,False,Potentially Usable,17.7 × 14.2 in at 100 PPI,file_3ffc668425a8d353,Unclear,Researched,"https://oldplateguy.com/YOM-Information-for-1963-to-1969-California-Vehicles.html; https://www.rogermwilcox.com/license_plates/California-black_plate_era.html; https://en.wikipedia.org/wiki/Beaumont,_California; https://www.beaumontca.gov/31/Residents"
img_6205c940ef544e0b,"Francis Marion Dowling Sr. and Iola (Stower) Dowling, color studio portrait","Francis Marion Dowling Sr. (1892-1979) and Iola (Stower) Dowling (1898-1982) of Beaumont, color studio portrait, c. 1970s.","Dowling family collection, Beaumont Library District",probable,Deep research 2026-07-21 (Geneanet Dowling family tree; FamilySearch),1965,1979,1960,False,False,Potentially Usable,9.4 × 13.7 in at 100 PPI,file_7a212b19fc220bcf,Permission required,Researched,https://gw.geneanet.org/tdowling?lang=en&n=dowling&oc=2&p=francis+marion; https://ancestors.familysearch.org/en/27M9-Z4Q/iola-mae-stower-1898-1982; https://www.dignitymemorial.com/obituaries/beaumont-ca/francis-dowling-jr-7122269
img_2ffb4cd6b691c887,"Ramona and Frank Torres at a banquet, c. 1970","Ramona and Frank Torres, founders (1972) of Ramona's Restaurant in Beaumont, at a banquet, c. 1970.",Torres/Vargas family (Ramona's Restaurant),probable,Deep research 2026-07-21 (SCNG closing article + Press-Enterprise obituary),1965,1975,1960,False,False,Potentially Usable,13.8 × 18.4 in at 100 PPI,file_7bb167aa6a484d60,Permission required,Researched,https://www.pressenterprise.com/obituaries/frank-mora-torres-banningbeaumont-ca/; https://www.sbsun.com/2025/01/09/ramonas-restaurant-in-beaumont-will-close-on-saturday-jan-11/; https://ancestors.familysearch.org/en/L7FC-LMR/frank-mora-torres-1913-2005
img_cfb583d7492fe063,Beaumont District Library with rear addition,The Carnegie library with its 1965/66 rear addition and new entrance.,Beaumont Library District collection; halftone from an unidentified printed publication,medium,"Building history research 2026-07-20 (carnegie-libraries.org, News Notes 1914, BLD, centennial marker)",1966,1977,1960,True,True,Reference Only,5.8 × 3.8 in at 100 PPI,file_6a4e9da4f77c6338,Unclear,Researched,https://www.carnegie-libraries.org/california/beaumont.html; https://archive.org/details/newsnotesofcalif09cali; https://www.mybld.org/about-the-library; https://www.hmdb.org/m.asp?m=175955; https://www.recordgazette.net/news/library-renovation-and-expansion-timeline/article_f92f17b6-6487-11ee-83fa-9f2727b0d4b8.html
img_d92bd24434ee74d1,"Beaumont Presbyterian Church in the Daily Record-Gazette, April 30, 1968","Beaumont's stone Presbyterian church at 7th and Euclid (dedicated 1934), as printed on page 2 of the Daily Record-Gazette, April 30, 1968.","The Daily Record-Gazette (Banning, CA)",confirmed,Deep research 2026-07-21 (masthead read from the photographed page),1968,1968,1960,False,False,Production Ready,36.3 × 27.2 in at 100 PPI,file_1ce89b75e270288a,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c89g5m5q/
img_c45feec31675704d,"Fire Chief Mickey Wright and fireman Hawley McCreary, Beaumont Fire Department (Record-Gazette, 1968)","Beaumont fire chief Mickey Wright confers with fireman Hawley McCreary beside the chief's truck, 1968. Wright succeeded Clarence 'Pappy' Lewis, who retired in October 1967. Record-Gazette photo.","Record-Gazette (Banning, CA)",confirmed,Deep research 2026-07-21 (printed Record-Gazette caption on the clipping),1968,1968,1960,False,False,Production Ready,23.6 × 24.5 in at 100 PPI,file_25c0cb94257addef,Copyrighted,Researched,
img_06355ab9cdf953fb,"Stewart Sunnyslope Cemetery entrance — The Daily Record-Gazette, April 30, 1968","'Cemetery Entrance' — the stone-and-iron gate of Stewart Sunnyslope Cemetery at the south end of Pennsylvania Ave. The Daily Record-Gazette, April 30, 1968, p. 3.",The Daily Record-Gazette (Banning) — Record-Gazette photo,confirmed,Deep research 2026-07-21 (clipping's own masthead and cutline),1968,1968,1960,False,False,Production Ready,33.2 × 18.3 in at 100 PPI,file_1c71fbd87237aa10,Copyrighted,Researched,https://www.mybld.org/local-history
img_9160017c82292a64,"""Beaumont's New Fire Station"" — The Daily Record-Gazette, March 21, 1969 (page 3)","""Beaumont's New Fire Station"" — The Daily Record-Gazette, March 21, 1969: architect's rendering and land-clearing photo for the Maple Ave. station begun Nov. 27, 1968.","The Daily Record-Gazette (Banning, CA)",confirmed,Deep research 2026-07-21 (The Daily Record-Gazette masthead and article text read from the scan),1969,1969,1960,False,False,Production Ready,31.2 × 20.8 in at 100 PPI,file_24a63524443dc5c1,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c87h1hxj/; https://calisphere.org/item/ark:/13030/c8c828n8/; https://calisphere.org/item/ark:/13030/c8h131c0/
img_c8cee9c9c1dee867,"Clearing land for Beaumont's new fire station, 650 Maple Ave. — Record-Gazette, March 21, 1969","Bulldozers clear the new fire station site at 650 Maple Ave., Beaumont (groundbreaking Nov. 27, 1968) — Record-Gazette, March 21, 1969.",Record-Gazette (Banning),probable,Deep research 2026-07-21 (article text on the page; BLD scan provenance),1969,1969,1960,False,False,Production Ready,32 × 17 in at 100 PPI,file_4a38fb82984fa14d,Copyrighted,Researched,https://calisphere.org/item/ark:/13030/c8h131c0/; https://calisphere.org/item/ark:/13030/c87h1hxj/
